tree,height_m,file,bad,threshold,area_px,area_mm2,area_frac
8714,4.0,23831.tif,0,80,37712,2357.0,0.1231
8714,4.0,23831.tif,0,90,154026,9626.6,0.5027
8714,4.0,23831.tif,0,100,284198,17762.4,0.9275
prune,1.4,23851.tif,0,10,0,0.0,0.0
prune,1.4,23851.tif,0,20,54,3.4,0.0001
prune,1.4,23851.tif,0,30,346,21.6,0.0006
prune,1.4,23851.tif,0,40,757,47.3,0.0013
prune,1.4,23851.tif,0,50,1792,112.0,0.003
prune,1.4,23851.tif,0,60,3335,208.4,0.0056
prune,1.4,23851.tif,0,70,4957,309.8,0.0083
prune,1.4,23851.tif,0,80,9060,566.2,0.0152
prune,1.4,23851.tif,0,90,236624,14789.0,0.3972
prune,1.4,23851.tif,0,100,542169,33885.6,0.9102
prune,2.5,23853.tif,0,10,0,0.0,0.0
prune,2.5,23853.tif,0,20,159,9.9,0.0003
prune,2.5,23853.tif,0,30,238,14.9,0.0005
prune,2.5,23853.tif,0,40,681,42.6,0.0013
prune,2.5,23853.tif,0,50,875,54.7,0.0017
prune,2.5,23853.tif,0,60,1570,98.1,0.003
prune,2.5,23853.tif,0,70,2145,134.1,0.0042
prune,2.5,23853.tif,0,80,10202,637.6,0.0198
prune,2.5,23853.tif,0,90,162735,10170.9,0.3155
prune,2.5,23853.tif,0,100,492596,30787.2,0.955
prune,3.5,23855.tif,0,10,0,0.0,0.0
prune,3.5,23855.tif,0,20,13,0.8,0.0
prune,3.5,23855.tif,0,30,38,2.4,0.0001
prune,3.5,23855.tif,0,40,89,5.6,0.0002
prune,3.5,23855.tif,0,50,239,14.9,0.0005
prune,3.5,23855.tif,0,60,371,23.2,0.0008
prune,3.5,23855.tif,0,70,1909,119.3,0.0041
prune,3.5,23855.tif,0,80,24383,1523.9,0.0529
prune,3.5,23855.tif,0,90,378597,23662.3,0.8221
prune,3.5,23855.tif,0,100,447411,27963.2,0.9715
prune,4.5,23857.tif,0,10,449,28.1,0.0013
prune,4.5,23857.tif,0,20,1354,84.6,0.004
prune,4.5,23857.tif,0,30,2053,128.3,0.0061
prune,4.5,23857.tif,0,40,4212,263.2,0.0125
prune,4.5,23857.tif,0,50,6276,392.2,0.0186
prune,4.5,23857.tif,0,60,7658,478.6,0.0227
prune,4.5,23857.tif,0,70,28331,1770.7,0.0839
prune,4.5,23857.tif,0,80,99102,6193.9,0.2936
prune,4.5,23857.tif,0,90,307118,19194.9,0.91
prune,4.5,23857.tif,0,100,331622,20726.4,0.9826
prune,5.5,23859.tif,0,10,1798,112.4,0.0066
prune,5.5,23859.tif,0,20,1632,102.0,0.006
prune,5.5,23859.tif,0,30,5553,347.1,0.0205
prune,5.5,23859.tif,0,40,5538,346.1,0.0205
prune,5.5,23859.tif,0,50,11730,733.1,0.0434
prune,5.5,23859.tif,0,60,25465,1591.6,0.0942
prune,5.5,23859.tif,0,70,38005,2375.3,0.1406
prune,5.5,23859.tif,0,80,85439,5339.9,0.316
prune,5.5,23859.tif,0,90,246765,15422.8,0.9127
prune,5.5,23859.tif,0,100,261979,16373.7,0.9689
prune,6.5,23861.tif,0,10,684,42.8,0.0024
prune,6.5,23861.tif,0,20,1479,92.4,0.0053
prune,6.5,23861.tif,0,30,5886,367.9,0.021
prune,6.5,23861.tif,0,40,11719,732.4,0.0418
prune,6.5,23861.tif,0,50,25343,1583.9,0.0905
prune,6.5,23861.tif,0,60,39464,2466.5,0.1409
prune,6.5,23861.tif,0,70,66173,4135.8,0.2362
prune,6.5,23861.tif,0,80,142466,8904.1,0.5085
prune,6.5,23861.tif,0,90,253562,15847.6,0.9051
prune,6.5,23861.tif,0,100,271868,16991.8,0.9705
prune,7.5,23863.tif,0,10,215,13.4,0.0011
prune,7.5,23863.tif,0,20,938,58.6,0.0046
prune,7.5,23863.tif,0,30,2227,139.2,0.0109
prune,7.5,23863.tif,0,40,2784,174.0,0.0136
prune,7.5,23863.tif,0,50,3147,196.7,0.0154
prune,7.5,23863.tif,0,60,3476,217.2,0.017
prune,7.5,23863.tif,0,70,4086,255.4,0.02
prune,7.5,23863.tif,0,80,44904,2806.5,0.2196
prune,7.5,23863.tif,0,90,172840,10802.5,0.8452
prune,7.5,23863.tif,0,100,195769,12235.6,0.9573
